sk_local;de_regiao;sg_uf;de_estado;nm_municipio;nm_bairro;nm_logradouro;nu_logradouro;cd_cep;vl_latitude;vl_longitude
6863;Região Norte;AM;Amazonas;ITACOATIARA;CENTRO;RUA CORONEL QUEIROZ;581;69100093;-3,1400316;-58,44822
6864;Região Sudeste;SP;São Paulo;SAO PAULO;VILA POMPEIA;RUA TAVARES BASTOS;682;05012020;-23,5328646;-46,6888986
6865;Região Sul;SC;Santa Catarina;PORTO BELO;CENTRO;RUA JOAO MANOEL SERPA;376;88210000;-27,1542952;-48,5420467
6866;Região Sul;RS;Rio Grande do Sul;PORTO ALEGRE;CENTRO;RUA DOUTOR FLORES;22;90020120;-30,0273045;-51,2242998
6867;Região Sudeste;SP;São Paulo;PORTO FERREIRA;VILA DANIEL;RUA MANOEL RIBALDO;1035;13660000;-21,8627115;-47,4813728
6868;Região Sudeste;SP;São Paulo;PINDAMONHANGABA;SOCORRO;RUA DAS QUARESMEIRAS;342;12421520;-22,953154;-45,4835639
6869;Região Sudeste;SP;São Paulo;JUNDIAI;JARDIM PITANGUEIRAS II;RUA JOAO FERRARA;167;13206714;-23,2050288;-46,8823146
6870;Região Nordeste;RN;Rio Grande do Norte;NOVA CRUZ;SAO SEBASTIAO;RUA SENADOR GEORGINO AVELINO;1026;59215000;-6,4792582;-35,4348393
6871;Região Centro-Oeste;GO;Goiás;GOIANIA;SETOR CENTRAL;AVENIDA ARAGUAIA;886;74805100;-16,6709586;-49,2540296
6872;Região Sul;RS;Rio Grande do Sul;NOVA ROMA DO SUL;NOVA ROMA DO SUL;RUA JULIO DE CASTILHOS;1125;95260000;-28,9866654;-51,4063049
6873;Região Sul;PR;Paraná;CAMPO DO TENENTE;ESPIRITO SANTO;RODOVIA BR 116;SN;83870000;-25,9836816;-49,6815816
6874;Região Sul;RS;Rio Grande do Sul;PORTO ALEGRE;SANTA MARIA GORETTI;RUA PIAUI;174;91030320;-30,006564;-51,1752998
6875;Região Sul;RS;Rio Grande do Sul;CAPAO DA CANOA;CENTRO;AVENIDA PARAGUASSU;2909;95555000;-29,755588;-50,042204
6876;Região Sudeste;MG;Minas Gerais;VARGINHA;CENTRO;TRAVESSA MONSENHOR LEONIDAS;58;37002120;-21,5567086;-45,4371482
6877;Região Sudeste;RJ;Rio de Janeiro;NOVA IGUACU;MIGUEL COUTO;ESTRADA DE IGUACU;51;26210000;-22,7089909;-43,4289744
6878;Região Sudeste;SP;São Paulo;SOROCABA;VILA BARCELONA;RUA NICARAGUA;66;18025730;-23,5183199;-47,4403684
6879;Região Sudeste;RJ;Rio de Janeiro;ITAPERUNA;CENTRO;AVENIDA CARDOSO MOREIRA;533;28300970;-21,2058415;-41,89015
6880;Região Sudeste;MG;Minas Gerais;BELO HORIZONTE;LOURDES;RUA DOS TIMBIRAS;1504;30140061;-19,9272722;-43,9372384
6881;Região Sudeste;MG;Minas Gerais;TIMOTEO;CACHOEIRA DO VALE;AVENIDA BELO HORIZONTE;227;35181619;-19,5313291;-42,6666273
6882;Região Sudeste;MG;Minas Gerais;SALINAS;SANTA CRUZ;RUA PITEIRAS;SN;39560000;-16,167456;-42,2978984
6883;Região Sudeste;SP;São Paulo;OSASCO;VILA YARA;AVENIDA YARA;668;06028105;-23,5490773;-46,767948
6884;Região Sudeste;SP;São Paulo;SAO CAETANO DO SUL;CENTRO;RUA JOAO PESSOA;98;09520010;-23,6119196;-46,5704816
6885;Região Sudeste;SP;São Paulo;SAO PAULO;BELA VISTA;RUA MARIA PAULA;122;01000000;-23,5520119;-46,6386872
6886;Região Sudeste;SP;São Paulo;SAO PAULO;TATUAPE;RUA PASSOS OURIQUE;227;03313060;-23,5491597;-46,5551284
6887;Região Sudeste;SP;São Paulo;SAO PAULO;VILA IVONE;RUA SOLIDONIO LEITE;1599;03275000;-23,5833375;-46,5431956
6888;Região Sudeste;SP;São Paulo;SAO PAULO;VILA MARIANA;RUA PELOTAS;83;04012000;-23,5814052;-46,6434422
6889;Região Sudeste;SP;São Paulo;SAO PAULO;JARDIM MIRIAM;ALAMEDA DOUTOR SILVIO DE CAMPOS;148;04416250;-23,6792371;-46,638027
6890;Região Sudeste;SP;São Paulo;SAO PAULO;VILA JOANIZA;AVENIDA YERVANT KISSAJIKIAN;3854;04428000;-23,6852588;-46,646521
6891;Região Sudeste;MG;Minas Gerais;BELO HORIZONTE;CACHOEIRINHA;RUA CONEGO SANTANA;312;31130450;-19,8797313;-43,9442866
6892;Região Sudeste;MG;Minas Gerais;TEOFILO OTONI;CENTRO;AVENIDA GETULIO VARGAS;72;39800015;-17,8685086;-41,5078729
6893;Região Nordeste;CE;Ceará;IGUATU;VILA NEUMA;AVENIDA AMALIA BRASIL;101;63503200;-6,372141;-39,2902915
6894;Região Sudeste;SP;São Paulo;PROMISSAO;SAMAMBAIA;LOCALIDADE FAZENDA SAMAMBAIA;SN;16370000;-21,5354088;-49,8569266
6895;Região Sul;RS;Rio Grande do Sul;SANTANA DO LIVRAMENTO;CENTRO;LARGO HUGOLINO ANDRADE;82;97573000;-30,8960846;-55,5339054
6896;Região Sudeste;SP;São Paulo;SAO PAULO;VILA BRASILINA;TRAVESSA MASSIS;15;08210040;-23,5169007;-46,6465939
6897;Região Sudeste;ES;Espírito Santo;VITORIA;JARDIM DA PENHA;AVENIDA FRANCISCO GENEROSO DA FONSECA;222;29060140;-20,2855489;-40,2985004
6898;Região Nordeste;MA;Maranhão;SANTA RITA;CENTRO;TREVO FERDINAN;SN;65145000;-3,1427814;-44,3214702
6899;Região Sudeste;SP;São Paulo;MOGI GUACU;ESTIVA;AVENIDA ADELIA CALEFFI GERBI;796;13847176;-22,3708462;-46,9378434
6900;Região Sudeste;SP;São Paulo;ARACOIABA DA SERRA;BAIRRO ARACOIABINHA;ESTRADA DE IPANEMA;SN;18190000;-23,5031194;-47,57387
6901;Região Sudeste;RJ;Rio de Janeiro;RIO DE JANEIRO;CAJU;PRAI DO CAJU;459;20931340;-22,878432;-43,2119378
6902;Região Sudeste;MG;Minas Gerais;VICOSA;CENTRO;RUA ARTUR BERNARDES;47;36570000;-20,7549777;-42,8790383
6903;Região Sudeste;SP;São Paulo;DIADEMA;ELDORADO;RUA DAS PALMEIRAS;6;09973230;-23,7189481;-46,6173784
6904;Região Centro-Oeste;GO;Goiás;CALDAS NOVAS;NOVA VILA;RUA SAO;800;75690000;-17,7445191;-48,6250248
6905;Região Sudeste;SP;São Paulo;SAO PAULO;PARQUE CRUZEIRO DO SUL;RUA DOMINGOS PRETTI;90;08070250;-23,4962515;-46,4616328
6906;Região Sudeste;SP;São Paulo;JAGUARIUNA;JARDIM SONIA;RUA DUQUE DE CAXIAS;86A;13820000;-22,6986049;-46,9896756
6907;Região Nordeste;PE;Pernambuco;AGUA PRETA;PRIMEIRO DISTRITO;FAZENDA CACHOEIRA;SN;55550000;-8,7081827;-35,5216105
6908;Região Sul;RS;Rio Grande do Sul;VIAMAO;TARUMA;RUA DOS FUNCIONARIOS;313;94480755;-30,088358;-51,0237895
6909;Região Sul;PR;Paraná;FOZ DO IGUACU;PARQUE PRESIDENTE;AVENIDA COSTA E SILVA;2430;85863000;-25,5223067;-54,5621425
6910;Região Sudeste;MG;Minas Gerais;IPATINGA;VILA CELESTE;RUA QUIRUA;25;35162520;-19,4547787;-42,5587569
6911;Região Nordeste;RN;Rio Grande do Norte;PARNAMIRIM;EMAUS;RUA RIO PARNAIBA;356;59149246;-5,8844858;-35,2447789
6912;Região Sul;PR;Paraná;ROLANDIA;CENTRO;AVENIDA TIRADENTES;416;86600059;-23,3099554;-51,3677076
6913;Região Nordeste;PE;Pernambuco;CATENDE;CANAA;RUA RONALDO JOAO;SN;55400000;-8,6607379;-35,7179822
6914;Região Norte;PA;Pará;SANTAREM;ALTER DO CHAO;RODOVIA PA 457;SN;68109000;-2,4725079;-54,7820926
6915;Região Sudeste;RJ;Rio de Janeiro;RIO DE JANEIRO;LEBLON;RUA GENERAL URQUISA;67;22431040;-22,9850726;-43,2241827
6916;Região Nordeste;PI;Piauí;MILTON BRANDAO;CENTRO;RUA JOSE LINO;SN;64253000;-4,6855074;-41,4369646
6917;Região Sudeste;SP;São Paulo;ITANHAEM;CENTRO;AVENIDA CONDESSA DE VIMIEIROS;750;11740000;-24,1821287;-46,7820811
6918;Região Norte;TO;Tocantins;SANTA FE DO ARAGUAIA;CENTRO;RUA IPE;1188;77848000;-7,1487618;-48,7034287
6919;Região Sul;RS;Rio Grande do Sul;NOVA PRATA;CENTRO;AVENIDA CONEGO PERES;665;95320000;-28,7868029;-51,6114496
6920;Região Nordeste;PE;Pernambuco;RECIFE;BEBERIBE;AVENIDA OPERARIA;108;52131020;-8,0055638;-34,8988322
6921;Região Sudeste;MG;Minas Gerais;DIVINOPOLIS;ESPLANADA;PRACA DOS FERROVIARIOS;44;35501031;-20,1451261;-44,8916447
6922;Região Sudeste;SP;São Paulo;SAO SEBASTIAO;CAMBURY;RUA TEREZINA;661;11619419;-23,7610175;-45,412018
6923;Região Sul;PR;Paraná;MERCEDES;CENTRO;RUA LUIZ LORENZONI;900;85998000;-24,4531937;-54,1582615
6924;Região Sudeste;MG;Minas Gerais;BELO HORIZONTE;JARDIM AMERICA;RUA BETA;37;30421402;-19,9439344;-43,9772527
6925;Região Sudeste;SP;São Paulo;CASTILHO;CENTRO;RUA OZARIA JUNQUEIRA;691;16920000;-20,8718154;-51,4902387
6926;Região Sudeste;SP;São Paulo;SANTANA DE PARNAIBA;JARDIM DIVA FAZENDINHA;RUA PARA;1;06530447;-23,4117809;-46,884146
6927;Região Nordeste;CE;Ceará;SANTANA DO CARIRI;CENTRO;RUA PADRE CRISTIANO COELHO;284;63190000;-7,1882638;-39,7376748
6928;Região Sudeste;SP;São Paulo;SAO PAULO;VILA RUBI;RUA JOAQUIM R DE MORAES;176;04823190;-23,7260038;-46,694859
6929;Região Norte;RR;Roraima;CARACARAI;CENTRO;AVENIDA DOUTOR ZANNY;1959;69360000;1,8210216;-61,1271992
6930;Região Sul;SC;Santa Catarina;BALNEARIO CAMBORIU;CENTRO;RUA 51;100;88330675;-26,9871766;-48,6330864
6931;Região Sudeste;SP;São Paulo;CONCHAL;JARDIM BELA VISTA;RUA DOS GOMES;400;13835000;-22,3284097;-47,1594579
6932;Região Nordeste;BA;Bahia;MONTE SANTO;SEDE;AVENIDA WALTER CALDAS;24;48800000;-10,4389533;-39,3330783
6933;Região Sudeste;SP;São Paulo;INDAIATUBA;CIDADE NOVA I;RUA ARMANDO SALLES DE OLIVEIRA;1542;13330555;-23,0846694;-47,2042337
6934;Região Sudeste;SP;São Paulo;CARAGUATATUBA;TRAVESSAO;AVENIDA JOSE DA COSTA PINHEIRO JUNIOR;213;11669000;-23,6977172;-45,4462085
6935;Região Sudeste;SP;São Paulo;INDAIATUBA;BARROCA FUNDA;RODOVIA ENGENHEIRO ERMENIO O PENTEADO;SN;13330000;-23,1171529;-47,2169529
6936;Região Sudeste;SP;São Paulo;LIMEIRA;JARDIM GRAMINHA 3;RUA IRIA RIBEIRO DE SENZI;42;13482605;-22,5942413;-47,4309809
6937;Região Sudeste;SP;São Paulo;SAO PAULO;JARDIM ELIANA;RUA PEDRO ESCOBAR;42;04851210;-23,7470241;-46,6640147
6938;Região Sudeste;SP;São Paulo;BIRIGUI;BAIXOTES;ESTM BIRIGUI AO BAIRRO CAXIMBA;;16200970;-21,2915055;-50,3436312
6939;Região Sul;SC;Santa Catarina;TIJUCAS;UNIVERSITARIO;RUA SAO PAULO;642;88200000;-27,2302861;-48,6438406
6940;Região Nordeste;BA;Bahia;MALHADA;CENTRO;RUA DANIEL FARIAS;SN;46440000;-14,3389365;-43,7746062
6941;Região Sudeste;SP;São Paulo;INDAIATUBA;PARQUE BOA ESPERANCA;RUA OLAVO BILAC;51;13339200;-23,0900826;-47,2054001
6942;Região Norte;AM;Amazonas;MANAUS;RAIZ;AVENIDA COSTA E SILVA;1507A;69020282;-3,1289961;-59,9952413
6943;Região Sudeste;SP;São Paulo;SAO PAULO;PARQUE NOVO MUNDO;RUA SOLDADO CRISTOVAO MORAIS GARCIA;67;02187090;-23,5198609;-46,5652217
6944;Região Centro-Oeste;DF;Distrito Federal;BRASILIA;SETOR HABITACIONAL TORORO SANTA MARIA;CONJUNTO COMERCIAL ALPHA CENTER RODOVIA DF;140;72595450;-15,7942287;-47,8821658
6945;Região Sudeste;SP;São Paulo;ITAPETININGA;VILA CUBATAO;AVENIDA NISSHIMBO DO BRASIL;713;18200815;-23,5994627;-48,0559212
6946;Região Sudeste;SP;São Paulo;SAO PAULO;CERQUEIRA CESAR;RUA HADDOCK LOBO;1475;01414003;-23,5637908;-46,6676064
6947;Região Sudeste;MG;Minas Gerais;SANTA LUZIA;FRIMISA;AVENIDA FRIMISA;1280;33045205;-19,7672316;-43,8886392
6948;Região Nordeste;CE;Ceará;IRACEMA;JATOBA;AVENIDA AUGUSTA CLEMENTINA DE NEGREIROZ;287;62980000;-5,8116498;-38,297217
6949;Região Centro-Oeste;GO;Goiás;VICENTINOPOLIS;CENTRO;AVENIDA VICENTE FERREIRA;10;75555000;-17,7218183;-49,7910265
6950;Região Sudeste;ES;Espírito Santo;NOVA VENECIA;RUBIA;RUA BARAO DOS AIMORES;181;29830000;-18,6968582;-40,3985406
6951;;;;;;;;;-12,6971776;-38,3331983
6952;Região Sudeste;SP;São Paulo;SAO PAULO;VILA ANDRADE;AVENIDA GIOVANNI GRONCHI;3577;05724001;-23,6123101;-46,7287623
6953;Região Sudeste;RJ;Rio de Janeiro;RIO DE JANEIRO;GUADALUPE;RUA ARGOS;1201;21660050;-22,8368439;-43,3812719
6954;Região Sudeste;SP;São Paulo;ARACATUBA;CENTRO;RUA MARECHAL DEODORO;328;16010301;-21,206974;-50,4424461
6955;Região Sudeste;SP;São Paulo;SAO PAULO;IMIRIM;AVENIDA ENGENHEIRO CAETANO ALVARES;3876;02413000;-23,4887029;-46,6502023
6956;Região Sudeste;MG;Minas Gerais;TIRADENTES;CUIABA;RUA ALVARENGA PEIXOTO;410;36325000;-21,1097516;-44,1634268
6957;Região Sul;RS;Rio Grande do Sul;NOVO HAMBURGO;PATRIA NOVA;AVENIDA PRIMEIRO DE MARCO;910;93320102;-29,6924436;-51,1289639
6958;Região Centro-Oeste;MT;Mato Grosso;BARRA DO GARCAS;CAMPINAS;RUA SEBASTIAO ALVES JUNIOR;5;78600000;-15,8916202;-52,2618826
6959;Região Nordeste;PB;Paraíba;CACIMBA DE AREIA;CENTRO;RUA PRESIDENTE CASTELO BRANCO;76;58730000;-7,0989862;-37,1652453
6960;Região Sudeste;ES;Espírito Santo;GUARAPARI;PRAIA DO MORRO;AVENIDA ATLANTICA;1430;29216100;-20,652606;-40,4890389
6961;Região Sudeste;SP;São Paulo;SANTO ANDRE;PARQUE MARAJOARA;AVENIDA SAO PAULO;310;09111970;-23,6675617;-46,4895092
6962;Região Sudeste;SP;São Paulo;CAMPINAS;BOSQUE;RUA BARAO DE PARANAPANEMA;146;13026010;-22,9092926;-47,045354
6963;Região Sudeste;SP;São Paulo;SANTA CRUZ DO RIO PARDO;JARDIM SAO JOAO;RUA AMANCIO VALADAO;3242;18900000;-22,9167473;-49,6066214
6964;Região Sudeste;MG;Minas Gerais;BELO HORIZONTE;BARRO PRETO;RUA ARAGUARI;318;30190110;-19,9208484;-43,9488449
6965;Região Sudeste;RJ;Rio de Janeiro;RIO DE JANEIRO;FREGUESIA;ESTRADA DOS TRES RIOS;1800;22745005;-22,9335543;-43,3274658
6966;Região Sudeste;SP;São Paulo;SUMARE;JARDIM SAO CARLOS;RUA JOSE MARIA MIRANDA;865;13170234;-22,8222449;-47,268331
6967;Região Sudeste;SP;São Paulo;CARAPICUIBA;JARDIM ANA ESTELA;RUA NOVA INDEPENDENCIA;279;06364570;-23,5652911;-46,8440461
6968;Região Sudeste;SP;São Paulo;OURINHOS;JARDIM EUROPA;RUA OVIDIO GREG DE JESUS;169;19904565;-22,967183;-49,8621482
6969;Região Sul;SC;Santa Catarina;FLORIANOPOLIS;LAGOA DA CONCEICAO;AVENIDA DAS RENDEIRAS;1604;88062400;-27,6093263;-48,448578
6970;Região Sudeste;ES;Espírito Santo;ITAPEMIRIM;CENTRO;RUA JOSE DA SILVA FRAGA;68;29330000;-21,0118808;-40,8326017
6971;Região Nordeste;PB;Paraíba;PATOS;CENTRO;RUA LEONCIO WANDERLEY;187;58701630;-7,0264692;-37,2785081
6972;Região Sudeste;SP;São Paulo;TABOAO DA SERRA;BAIRRO DAS OLIVEIRAS;RODOVIA REGIS BITTENCOURT;4207;06793000;-23,617898;-46,795957
6973;Região Centro-Oeste;MT;Mato Grosso;RONDONOPOLIS;JARDIM BELO HORIZONTE;RUA RIO GRANDE DO SUL;2928;78705154;-16,4733817;-54,6500741
6974;Região Sul;PR;Paraná;PINHAIS;WEISSOPOLIS;RUA RIO SOLIMOES;496;83322150;-25,4548043;-49,1825308
6975;Região Sudeste;MG;Minas Gerais;BELO HORIZONTE;URCA;RUA URCA;90;31360300;-19,8709918;-44,013254
6976;Região Sul;RS;Rio Grande do Sul;SANTO ANGELO;CENTRO;AVENIDA GETULIO VARGAS;2194;98801570;-28,2967576;-54,2662114
6977;Região Centro-Oeste;GO;Goiás;ABADIANIA;CENTRO;AVENIDA JK;250;72940000;-16,1887522;-48,7225957
6978;Região Sudeste;MG;Minas Gerais;GOVERNADOR VALADARES;VILA RECREIO;RUA FREI ODORICO VIRGA;140;35040430;-18,8911246;-41,9693552
6979;Região Centro-Oeste;GO;Goiás;SAO DOMINGOS;JARDIM PRIMAVERA;AVENIDA GOIAS;;73860000;-13,3946601;-46,3264754
6980;Região Sudeste;RJ;Rio de Janeiro;CABO FRIO;PERO;RUA MACHADO DE ASSIS;22;28924215;-22,8605849;-41,9977903
6981;Região Sudeste;SP;São Paulo;GUARULHOS;VILA PEDRO MOREIRA;RUA SILVESTRE VASCONCELOS CALMON;36;07020001;-23,4679297;-46,5385091
9968;Região Sudeste;SP;São Paulo;SAO ROQUE;JARDIM BELA VISTA;RUA JOSE HENRIQUE DA COSTA;130;18134190;-23,5230503;-47,1308305
6982;Região Sudeste;SP;São Paulo;BIRIGUI;JARDIM SAO CRISTOVAO;RUA LIBERDADE;1503;16200374;-21,3068019;-50,3352938
6983;Região Centro-Oeste;MS;Mato Grosso do Sul;TRES LAGOAS;JARDIM DAS OLIVEIRAS;RUA ABEL GUIMENEZ;410;79630270;-20,7933672;-51,7258282
6984;Região Nordeste;PE;Pernambuco;JUCATI;CENTRO;RUA EUCLIDES MOREIRA;44;55398000;-8,7060234;-36,4866062
6985;;;;;;;;;-1,9379838;-50,8207377
6986;Região Sul;PR;Paraná;LONDRINA;PARQUE DAS INDUSTRIAS;RUA JACAREZINHO;21;86043010;-23,3017298;-51,2243576
6987;Região Sudeste;SP;São Paulo;SAO PAULO;PACAEMBU;RUA ALMIRANTE PEREIRA GUIMARAES;247;01250001;-23,5474242;-46,6712928
6988;Região Sul;PR;Paraná;CURITIBA;TATUQUARA;RUA ENETTE DUBARD;825;81470075;-25,5667473;-49,3391738
6989;Região Nordeste;BA;Bahia;ITAGIBA;JAPOMERIM;RUA WILSON MOREIRA;SN;45585000;-14,2882834;-39,8452568
6990;Região Sudeste;MG;Minas Gerais;BELO HORIZONTE;CRUZEIRO;RUA JORNALISTA JAIR SILVA;240;30310290;-19,9473892;-43,9235137
6991;Região Sudeste;SP;São Paulo;OSASCO;VILA MENK;RUA MOACIR SALLES D AVILA;976;06288020;-23,5008765;-46,761705
6992;Região Sudeste;SP;São Paulo;JABOTICABAL;CENTRO;RUA RUI BARBOSA;531;14870300;-21,2572378;-48,3177037
6993;Região Sudeste;SP;São Paulo;ESPIRITO SANTO DO PINHAL;CENTRO;PRACA MOREIRA CESAR;SN;13990000;-22,194381;-46,7453098
6994;Região Sudeste;MG;Minas Gerais;TIMOTEO;BROMELIAS;RUA MANOEL SAMORA;94;35180510;-19,543598;-42,6551
6995;Região Sudeste;SP;São Paulo;SERRA NEGRA;TRES BARRAS;RODOVIA SERRA NEGRA LINDOIA;81;13930000;-22,6144285;-46,7037152
6996;Região Sudeste;MG;Minas Gerais;RIBEIRAO DAS NEVES;MARIA HELENA JUSTINOPOLIS;RUA GENEROSO CLEMENTE DA ROCHA;26;33930450;-19,7953856;-43,9955002
6997;Região Nordeste;CE;Ceará;MARACANAU;CONJUNTO ACARACUZINHO;AVENIDA CENTRAL;557;61901410;-3,8455544;-38,6107044
6998;Região Nordeste;PB;Paraíba;CUITE;CENTRO;TRAVESSA CAETANO DANTAS;SN;58175000;-6,4839291;-36,1553511
6999;Região Sudeste;SP;São Paulo;RIBEIRAO PRETO;PARQUE DAS ANDORINHAS;RUA DOUTOR GRANADINO BAPTISTA;35;14057060;-21,1331604;-47,8401092
7000;Região Sudeste;SP;São Paulo;SAO PAULO;CENTRO;AVENIDA SAO JOAO;313;01035000;-23,5438049;-46,6375918
7001;Região Nordeste;BA;Bahia;JACOBINA;CATUABA;RUA DIOGENS P SAMPAIO;173;44700000;-11,1816506;-40,5120603
7002;Região Nordeste;CE;Ceará;FORTALEZA;NOVO MONDUBIM;RUA PROFESSOR GLAUCO LOBO;299;60764220;-3,8056615;-38,5821787
7003;Região Sudeste;SP;São Paulo;SAO PAULO;HIGIENOPOLIS;RUA RIO DE JANEIRO;224;01240010;-23,5422908;-46,6629029
7004;Região Nordeste;PB;Paraíba;GUARABIRA;CENTRO;RUA COSTA BEIRIZ;81;58200000;-6,8521794;-35,4900253
7005;Região Sudeste;MG;Minas Gerais;JUIZ DE FORA;CENTRO;AVENIDA BARAO DO RIO BRANCO;2555;36010010;-21,764321;-43,3485473
7006;Região Sudeste;SP;São Paulo;ITANHAEM;JARDIM SABAUNA;RUA PC RUA LUIZA ROSA BECHELLI;185;11740000;-24,1817994;-46,7850334
7007;Região Sudeste;SP;São Paulo;SAO PAULO;MOOCA;RUA DO HIPODROMO;961;03164140;-23,5475549;-46,6070283
7008;Região Nordeste;RN;Rio Grande do Norte;NATAL;CIDADE NOVA;RUA BELA VISTA;1138;59072710;-5,7699348;-35,2638561
7009;Região Sul;SC;Santa Catarina;CHAPECO;SAIC;RUA JOAO XXIII;446D;89802180;-27,1048642;-52,6290283
7010;Região Sul;SC;Santa Catarina;CAMBORIU;VARZEA DO RANCHINHO MONTE ALEGRE;RODOVIA BR 101;SN;88349175;-26,9897091;-48,6638186
7011;Região Nordeste;CE;Ceará;FORTALEZA;BARRA DO CEARA;RUA CECI;220;60331260;-3,6982398;-38,5842386
7012;Região Nordeste;BA;Bahia;VITORIA DA CONQUISTA;PATAGONIA;AVENIDA ITAMBE;202;45065130;-14,870841;-40,853023
7013;Região Sudeste;ES;Espírito Santo;FUNDAO;ENSEADA DAS GARCAS;RUA DOS CARCARAS;SN;29187000;-19,9375242;-40,4081412
7014;Região Sul;SC;Santa Catarina;GASPAR;BATEIAS;RUA JOSE RANGEL;260;89113215;-26,9932948;-48,9079807
7015;Região Sudeste;SP;São Paulo;FERRAZ DE VASCONCELOS;VILA ROMANOPOLIS;AVENIDA QUINZE DE NOVEMBRO;425;08500405;-23,5426907;-46,3641367
7016;Região Sudeste;MG;Minas Gerais;BELO HORIZONTE;SANTO AGOSTINHO;RUA SANTOS BARRETO;35;30170070;-19,9334065;-43,9485747
7017;Região Sudeste;SP;São Paulo;PIRAPORA DO BOM JESUS;FAZENDA D OUTRO LADO;RUA MARIA JOSE DE OLIVEIRA BUENO;27;06550000;-23,3969772;-46,9995522
7018;Região Sudeste;SP;São Paulo;SAO PAULO;PARQUE BOA ESPERANCA;RUA CHAFARIS DE PEDRA;124;08341120;-23,603156;-46,4534616
7019;Região Sul;PR;Paraná;CURITIBA;BOQUEIRAO;RUA MARECHAL FLORIANO PEIXOTO;8195;81650000;-25,4986119;-49,2384943
7020;Região Centro-Oeste;GO;Goiás;GOIANIA;SETOR NORTE FERROVIARIO;RUA 44;242;74063300;-16,6607817;-49,257346
7021;Região Nordeste;BA;Bahia;JEQUIE;JEQUIEZINHO;AVENIDA LANDULFO CARIBE;413;45206000;-13,8648199;-40,0769116
7022;Região Nordeste;CE;Ceará;FORTALEZA;PARANGABA;AVENIDA AUGUSTO DOS ANJOS;929;60720605;-3,7758467;-38,5749885
7023;Região Sul;PR;Paraná;PATO BRAGADO;CENTRO;RUA GUARATUBA;839;85948000;-24,628097;-54,2284325
7024;Região Sul;SC;Santa Catarina;BLUMENAU;CENTRO;RUA SETE DE SETEMBRO;1213;89010200;-26,9207;-49,0699168
7025;Região Sudeste;SP;São Paulo;SAO PAULO;BRAS;RUA ORIENTE;642;03016000;-23,5379337;-46,6159284
7026;Região Centro-Oeste;GO;Goiás;GOIANIA;S N FERROVIARIO;RUA 67;;74000000;-16,5675078;-49,3737129
7027;Região Sudeste;RJ;Rio de Janeiro;RIO DE JANEIRO;BARRA DA TIJUCA;AVENIDA DAS AMERICAS;2901;22631002;-23,0011144;-43,3372948
7028;Região Sudeste;SP;São Paulo;SAO PAULO;SANTO AMARO;RUA PROMOTOR GABRIEL PEREZ;275;01000000;-23,652948;-46,7029225
7029;Região Sudeste;SP;São Paulo;CAMPINAS;DIC V;RUA NELSON CAVAQUINHOS;76;13054544;-22,877794;-47,1433799
7030;Região Sudeste;SP;São Paulo;SOROCABA;VILA LUCY;AVENIDA GENERAL CARNEIRO;2;18043004;-23,50295;-47,4684722
9979;Região Centro-Oeste;MS;Mato Grosso do Sul;NAVIRAI;ZONA RURAL;ESTRADA MUNICIPAL SAIDA PTO CAIUA;SN;79950000;-23,062277;-54,1999693
7031;Região Sul;SC;Santa Catarina;ITAJAI;CORDEIROS;RUA NOSSA SENHORA DE FATIMA;603;88310330;-26,8920013;-48,6990133
7032;Região Sudeste;SP;São Paulo;RIBEIRAO PRETO;IPIRANGA;RUA GENERAL CAMARA;3489;14060570;-21,131936;-47,8067915
7033;Região Sudeste;SP;São Paulo;SANTOS;CENTRO;PRACA ANTONIO TELES;15;11013924;-23,9329831;-46,3243777
7034;Região Sul;RS;Rio Grande do Sul;TRES PASSOS;CENTRO;AVENIDA JULIO DE CASTILHOS;479;98600000;-27,4562903;-53,9295128
7035;Região Sudeste;SP;São Paulo;SANTANA DE PARNAIBA;ALPHAVILLE;ALAMEDA TOPAZIO;166;06540235;-23,4543358;-46,878475
7036;Região Sudeste;SP;São Paulo;PIRACICABA;CENTRO;RUA SAO JOSE;1135;13400330;-22,7259586;-47,6453101
7037;Região Sudeste;SP;São Paulo;SANTOS;PONTA DA PRAIA;AVENIDA PEDRO LESSA;977;11025001;-23,9757243;-46,302363
7038;Região Norte;AM;Amazonas;MANAUS;CIDADE NOVA;RUA CIDADE DO PORTO CIDADE;286;69097287;-3,1190275;-60,0217314
7039;Região Norte;TO;Tocantins;GURUPI;CENTRO;AVENIDA GOIAS;1636;77410010;-11,7242476;-49,061268
7040;Região Sul;PR;Paraná;PONTA GROSSA;CENTRO;RUA BONIFACIO VILELA;558;84010330;-25,087865;-50,1598786
7041;Região Sul;SC;Santa Catarina;ICARA;SANGA FUNDA;RODOVIA PAULINO BURIGO;SN;88820000;-28,7097505;-49,297383
7042;Região Sudeste;SP;São Paulo;SAO PAULO;VILA GUMERCINDO;RUA DOM LUCIO DE SOUSA;16;04129040;-23,6006736;-46,6225254
7043;Região Centro-Oeste;MT;Mato Grosso;ALTO ARAGUAIA;CENTRO;AVENIDA CARLOS HUGUENEY;SN;78780970;-17,3140678;-53,2153357
7044;Região Sul;PR;Paraná;PARANAVAI;CENTRO;RUA SOUZA NAVES;1613;87701060;-23,0805222;-52,4617256
7045;Região Sudeste;SP;São Paulo;JAU;VILA NOVA JAU;RUA SAMPAIO BUENO;793;17204020;-22,2889888;-48,572059
