sk_ramo_atividade;cd_cnae;de_ramo;de_divisao;cd_atividade;de_atividade
2988;1;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;0151201;CULTIVO DE FLORES E PLANTAS ORNAMENTAIS
4353;37;Serviços de Saneamento Básico;ESGOTO E ATIVIDADES RELACIONADAS;3702900;COMERCIO VAREJISTA DE CAL, AREIA, PEDRA BRITADA, TIJOLOS E TELHAS
4356;58;Telecom;EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO;5811500;EDICAO DE JORNAIS DIARIOS
1018;47;Varejo;COMÉRCIO VAREJISTA;4752100;COMERCIO VAREJISTA DE ARTIGOS DE RELOJOARIA
2353;42;Indústria da Construção;OBRAS DE INFRA-ESTRUTURA;4213800;MONTAGEM DE ESTRUTURAS METALICAS
392;47;Varejo;COMÉRCIO VAREJISTA;4781400;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA
1019;47;Varejo;COMÉRCIO VAREJISTA;4744002;OBRAS DE TERRAPLENAGEM
3383;77;Serviços Administrativos;ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS;7739003;INSTALACAO E MANUTENCAO ELETRICA
4706;22;Química-Petroquímica;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO;2229399;FABRICACAO DE ARTEFATOS DE MATERIAL PLASTICO PARA USOS INDUSTRIAIS
2438;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4330404;INSTALACAO E MANUTENCAO ELETRICA
3006;1;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;0153902;CRIACAO DE OVINOS, INCLUSIVE PARA PRODUCAO DE LA
1337;73;Serviços Profissionais e Técnicos;PUBLICIDADE E PESQUISA DE MERCADO;7319002;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
4208;32;Diversos;FABRICAÇÃO DE PRODUTOS DIVERSOS;3292202;COMERCIO ATACADISTA DE ROUPAS E ACESSORIOS PARA USO PROFISSIONAL E DE SEGURANCA DO TRABALHO
1020;47;Varejo;COMÉRCIO VAREJISTA;4763605;COMERCIO VAREJISTA DE EMBARCACOES E OUTROS VEICULOS RECREATIVOS, PECAS E ACESSORIOS
4062;33;Serviços Diversos;MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTO;3321000;INSTALACAO E MANUTENCAO ELETRICA
1271;47;Varejo;COMÉRCIO VAREJISTA;4729699;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA
1961;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4671100;COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS
1521;96;Serviços Diversos;OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS;9602502;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL
1881;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4661300;COMERCIO ATACADISTA DE SEMENTES, FLORES, PLANTAS E GRAMAS
3595;49;Transporte;TRANSPORTE TERRESTRE;4929904;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL
4325;23;Química-Petroquímica;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS;2330399;FABRICACAO DE PRODUTOS DE PASTAS CELULOSICAS, PAPEL, CARTOLINA, PAPELCARTAO E PAPELAO ONDULADO NAO ESPECIFICADOS ANTERIORMENTE
1938;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4645102;COMERCIO ATACADISTA DE PROTESES E ARTIGOS DE ORTOPEDIA
1862;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4684299;COMERCIO ATACADISTA DE OUTROS PRODUTOS QUIMICOS E PETROQUIMICOS NAO ESPECIFICADOS ANTERIORMENTE
3040;1;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;0111301;CRIACAO DE BOVINOS PARA CORTE
2470;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4330404;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES
4201;32;Diversos;FABRICAÇÃO DE PRODUTOS DIVERSOS;3240099;COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS
1575;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4520007;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
1021;47;Varejo;COMÉRCIO VAREJISTA;4744001;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS
3691;66;Bens de Capital;ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE;6619302;CORRESPONDENTES DE INSTITUICOES FINANCEIRAS
2491;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4399103;INSTALACOES DE SISTEMA DE PREVENCAO CONTRA INCENDIO
4759;24;Siderúrgica-Metalurgia;METALURGIA;2451200;FUNDICAO DE FERRO E ACO
1023;47;Varejo;COMÉRCIO VAREJISTA;4781400;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL
1024;47;Varejo;COMÉRCIO VAREJISTA;4744001;COMERCIO VAREJISTA DE CALCADOS
1025;47;Varejo;COMÉRCIO VAREJISTA;4742300;COMERCIO VAREJISTA ESPECIALIZADO DE PECAS E ACESSORIOS PARA APARELHOS ELETROELETRONICOS PARA USO DOMESTICO, EXCETO INFORMATICA E COMUNICACAO
960;47;Varejo;COMÉRCIO VAREJISTA;4757100;INSTALACAO E MANUTENCAO ELETRICA
3538;31;Bens de Consumo;FABRICAÇÃO DE MÓVEIS;3101200;DECORACAO, LAPIDACAO, GRAVACAO, VITRIFICACAO E OUTROS TRABALHOS EM CERAMICA, LOUCA, VIDRO E CRISTAL
4707;22;Química-Petroquímica;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO;2222600;ALUGUEL DE OUTRAS MAQUINAS E EQUIPAMENTOS COMERCIAIS E INDUSTRIAIS NAO ESPECIFICADOS ANTERIORMENTE, SEM OPERADOR
102;47;Varejo;COMÉRCIO VAREJISTA;4753900;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO
2319;42;Indústria da Construção;OBRAS DE INFRA-ESTRUTURA;4299501;COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS
2858;61;Telecom;TELECOMUNICAÇÕES;6141800;SERVICOS DE TELEFONIA FIXA COMUTADA  STFC
4130;8;Mineração;EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS;0810006;ATIVIDADES DE APOIO A EXTRACAO DE MINERAIS NAOMETALICOS
4198;32;Diversos;FABRICAÇÃO DE PRODUTOS DIVERSOS;3250706;ATIVIDADE ODONTOLOGICA
3482;71;Serviços Profissionais e Técnicos;"SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS";7119799;COMERCIO ATACADISTA DE OUTRAS MAQUINAS E EQUIPAMENTOS NAO ESPECIFICADOS ANTERIORMENTE, PARTES E PECAS
4671;84;Serviços Diversos;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;8411600;ADMINISTRACAO PUBLICA EM GERAL
3491;71;Serviços Profissionais e Técnicos;"SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS";7112000;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE
4775;72;Serviços Profissionais e Técnicos;PESQUISA E DESENVOLVIMENTO CIENTÍFICO;7220700;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS
4197;32;Diversos;FABRICAÇÃO DE PRODUTOS DIVERSOS;3299003;FOTOCOPIAS
2999;1;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;0151202;CULTIVO DE CAFE
1026;47;Varejo;COMÉRCIO VAREJISTA;4763602;ALUGUEL DE EQUIPAMENTOS RECREATIVOS E ESPORTIVOS
2772;78;Serviços Administrativos;SELEÇÃO, AGENCIAMENTO E LOCAÇÃO DE MÃO-DE-OBRA;7810800;SELECAO E AGENCIAMENTO DE MAODEOBRA
2602;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4311801;PINTURA PARA SINALIZACAO EM PISTAS RODOVIARIAS E AEROPORTOS
1027;47;Varejo;COMÉRCIO VAREJISTA;4721103;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS
4672;84;Serviços Diversos;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;8424800;SEGURANCA E ORDEM PUBLICA
1528;96;Serviços Diversos;OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS;9609208;SERVICOS DE MALOTE NAO REALIZADOS PELO CORREIO NACIONAL
286;47;Varejo;COMÉRCIO VAREJISTA;4771701;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL
4627;79;Serviços Administrativos;AGÊNCIAS DE VIAGENS, OPERADORES TURÍSTICOS E SERVIÇOS DE RESERVAS;7911200;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA
1028;47;Varejo;COMÉRCIO VAREJISTA;4771702;COMERCIO VAREJISTA DE MEDICAMENTOS VETERINARIOS
1029;47;Varejo;COMÉRCIO VAREJISTA;4771704;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, COM MANIPULACAO DE FORMULAS
3136;86;Serviços de Saúde;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;8630502;ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE PROCEDIMENTOS CIRURGICOS
1550;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4541205;COMERCIO A VAREJO DE PECAS E ACESSORIOS USADOS PARA VEICULOS AUTOMOTORES
2490;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4322301;FABRICACAO DE OUTROS ARTIGOS DE CARPINTARIA PARA CONSTRUCAO
4764;50;Transporte;TRANSPORTE AQUAVIÁRIO;5021101;TRANSPORTE POR NAVEGACAO DE TRAVESSIA, MUNICIPAL
1401;82;Serviços Administrativos;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS;8211300;TRATAMENTO DE DADOS, PROVEDORES DE SERVICOS DE APLICACAO E SERVICOS DE HOSPEDAGEM NA INTERNET
207;47;Varejo;COMÉRCIO VAREJISTA;4782202;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
1947;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4642701;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA
1030;47;Varejo;COMÉRCIO VAREJISTA;4729699;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS
2778;78;Serviços Administrativos;SELEÇÃO, AGENCIAMENTO E LOCAÇÃO DE MÃO-DE-OBRA;7830200;FORNECIMENTO E GESTAO DE RECURSOS HUMANOS PARA TERCEIROS
1534;96;Serviços Diversos;OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS;9603302;SERVICOS DE CREMACAO
1601;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4530703;LOCACAO DE AUTOMOVEIS SEM CONDUTOR
2780;78;Serviços Administrativos;SELEÇÃO, AGENCIAMENTO E LOCAÇÃO DE MÃO-DE-OBRA;7820500;LIMPEZA EM PREDIOS E EM DOMICILIOS
1430;82;Serviços Administrativos;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS;8230002;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
4690;80;Serviços Administrativos;ATIVIDADES DE VIGILÂNCIA, SEGURANÇA E INVESTIGAÇÃO;8011102;HIGIENE E EMBELEZAMENTO DE ANIMAIS DOMESTICOS
1031;47;Varejo;COMÉRCIO VAREJISTA;4751200;CASAS LOTERICAS
2720;2;Produtos de Agropecuária;PRODUÇÃO FLORESTAL;0210101;CULTIVO DE EUCALIPTO
2323;42;Indústria da Construção;OBRAS DE INFRA-ESTRUTURA;4211102;CONSTRUCAO DE RODOVIAS E FERROVIAS
2779;78;Serviços Administrativos;SELEÇÃO, AGENCIAMENTO E LOCAÇÃO DE MÃO-DE-OBRA;7820500;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MADEIRA, MATERIAL DE CONSTRUCAO E FERRAGENS
2717;74;Serviços Profissionais e Técnicos;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;7490104;COMERCIO SOB CONSIGNACAO DE VEICULOS AUTOMOTORES
4681;84;Serviços Diversos;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;8422100;DEFESA
572;47;Varejo;COMÉRCIO VAREJISTA;4773300;COMERCIO VAREJISTA DE ARTIGOS MEDICOS E ORTOPEDICOS
4256;20;Química-Petroquímica;FABRICAÇÃO DE PRODUTOS QUÍMICOS;2062200;FABRICACAO DE PRODUTOS DE LIMPEZA E POLIMENTO
1032;47;Varejo;COMÉRCIO VAREJISTA;4742300;ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE
2389;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4399103;OBRAS DE ALVENARIA
3581;49;Transporte;TRANSPORTE TERRESTRE;4922103;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, INTERNACIONAL
3330;77;Serviços Administrativos;ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS;7711000;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE VEICULOS AUTOMOTORES
3786;56;Serviços de Alojamento/Alimentação;ALIMENTAÇÃO;5612100;ATIVIDADES DE CONDICIONAMENTO FISICO
2833;81;Serviços Administrativos;SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS;8129000;INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILACAO E REFRIGERACAO
4684;80;Serviços Administrativos;ATIVIDADES DE VIGILÂNCIA, SEGURANÇA E INVESTIGAÇÃO;8020001;ATIVIDADES DE VIGILANCIA E SEGURANCA PRIVADA
1300;73;Serviços Profissionais e Técnicos;PUBLICIDADE E PESQUISA DE MERCADO;7319003;FABRICACAO DE PRODUTOS DERIVADOS DO CACAU E DE CHOCOLATES
1655;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4530704;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
1033;47;Varejo;COMÉRCIO VAREJISTA;4771704;FABRICACAO DE ALIMENTOS PARA ANIMAIS
3197;86;Serviços de Saúde;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;8630599;SERVICOS DE VACINACAO E IMUNIZACAO HUMANA
1034;47;Varejo;COMÉRCIO VAREJISTA;4744099;ATIVIDADES DE INTERMEDIACAO E AGENCIAMENTO DE SERVICOS E NEGOCIOS EM GERAL, EXCETO IMOBILIARIOS
4262;20;Química-Petroquímica;FABRICAÇÃO DE PRODUTOS QUÍMICOS;2052500;FABRICACAO DE DESINFESTANTES DOMISSANITARIOS
3525;62;Indústria Digital;ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO;6202300;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA
1653;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4530703;COMERCIO VAREJISTA DE BEBIDAS
539;47;Varejo;COMÉRCIO VAREJISTA;4763602;ATIVIDADES DE CONDICIONAMENTO FISICO
1906;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4615000;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE ELETRODOMESTICOS, MOVEIS E ARTIGOS DE USO DOMESTICO
2021;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4674500;COMERCIO ATACADISTA DE FERRAGENS E FERRAMENTAS
3220;87;Serviços de Saúde;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA INTEGRADAS COM ASSISTÊNCIA SOCIAL, PRESTADAS EM RESIDÊNCIAS COLETIVAS E PARTICULARES;8720499;ATIVIDADES DE ASSISTENCIA PSICOSSOCIAL E A SAUDE A PORTADORES DE DISTURBIOS PSIQUICOS, DEFICIENCIA MENTAL E DEPENDENCIA QUIMICA NAO ESPECIFICADAS ANTERIORMENTE
3226;59;Telecom;"ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA";5911199;ATIVIDADES DE PRODUCAO CINEMATOGRAFICA, DE VIDEOS E DE PROGRAMAS DE TELEVISAO NAO ESPECIFICADAS ANTERIORMENTE
1957;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4619200;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO
1035;47;Varejo;COMÉRCIO VAREJISTA;4729699;COMERCIO VAREJISTA DE DISCOS, CDS, DVDS E FITAS
4774;72;Serviços Profissionais e Técnicos;PESQUISA E DESENVOLVIMENTO CIENTÍFICO;7210000;ATIVIDADES DE JARDINS BOTANICOS, ZOOLOGICOS, PARQUES NACIONAIS, RESERVAS ECOLOGICAS E AREAS DE PROTECAO AMBIENTAL
2628;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4330402;ATIVIDADES AUXILIARES DOS SEGUROS, DA PREVIDENCIA COMPLEMENTAR E DOS PLANOS DE SAUDE NAO ESPECIFICADAS ANTERIORMENTE
1314;73;Serviços Profissionais e Técnicos;PUBLICIDADE E PESQUISA DE MERCADO;7319004;ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS, EXCETO AEREA E SUBMARINA
1037;47;Varejo;COMÉRCIO VAREJISTA;4762800;COMERCIO VAREJISTA DE MERCADORIAS EM LOJAS DE CONVENIENCIA
4219;32;Diversos;FABRICAÇÃO DE PRODUTOS DIVERSOS;3212400;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS
4232;32;Diversos;FABRICAÇÃO DE PRODUTOS DIVERSOS;3299099;FABRICACAO DE OUTROS PRODUTOS DE METAL NAO ESPECIFICADOS ANTERIORMENTE
2744;2;Produtos de Agropecuária;PRODUÇÃO FLORESTAL;0220902;COMERCIO ATACADISTA DE COMBUSTIVEIS DE ORIGEM VEGETAL, EXCETO ALCOOL CARBURANTE
3218;87;Serviços de Saúde;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA INTEGRADAS COM ASSISTÊNCIA SOCIAL, PRESTADAS EM RESIDÊNCIAS COLETIVAS E PARTICULARES;8720499;ATIVIDADES DE TERAPIA OCUPACIONAL
4223;32;Diversos;FABRICAÇÃO DE PRODUTOS DIVERSOS;3299099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
4226;32;Diversos;FABRICAÇÃO DE PRODUTOS DIVERSOS;3211601;IMPRESSAO DE MATERIAL PARA USO PUBLICITARIO
3332;77;Serviços Administrativos;ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS;7732201;ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE
1432;82;Serviços Administrativos;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS;8299799;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE TEXTEIS, VESTUARIO, CALCADOS E ARTIGOS DE VIAGEM
1038;47;Varejo;COMÉRCIO VAREJISTA;4724500;OBRAS DE ALVENARIA
1910;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4616800;COMERCIO ATACADISTA ESPECIALIZADO EM OUTROS PRODUTOS INTERMEDIARIOS NAO ESPECIFICADOS ANTERIORMENTE
536;47;Varejo;COMÉRCIO VAREJISTA;4783101;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
2838;81;Serviços Administrativos;SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS;8112500;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
172;47;Varejo;COMÉRCIO VAREJISTA;4723700;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
2165;14;Bens de Consumo;CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;1412603;COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS, EXCETO PROFISSIONAIS E DE SEGURANCA
2750;69;Serviços Profissionais e Técnicos;ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA;6912500;CARTORIOS
2896;95;Serviços Profissionais e Técnicos;REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO E DE OBJETOS PESSOAIS E DOMÉSTICOS;9529102;COMERCIO VAREJISTA DE BICICLETAS E TRICICLOS, PECAS E ACESSORIOS
1039;47;Varejo;COMÉRCIO VAREJISTA;4721103;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA
2826;81;Serviços Administrativos;SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS;8129000;ATIVIDADES DE MONITORAMENTO DE SISTEMAS DE SEGURANCA ELETRONICO
354;47;Varejo;COMÉRCIO VAREJISTA;4722901;COMERCIO VAREJISTA DE LATICINIOS E FRIOS
1736;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4530703;MANUTENCAO E REPARACAO DE MAQUINAS E EQUIPAMENTOS PARA USO GERAL NAO ESPECIFICADOS ANTERIORMENTE
4733;28;Siderúrgica-Metalurgia;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;2813500;FABRICACAO DE VALVULAS, REGISTROS E DISPOSITIVOS SEMELHANTES, PECAS E ACESSORIOS
3489;71;Serviços Profissionais e Técnicos;"SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS";7112000;OUTRAS ATIVIDADES DE RECREACAO E LAZER NAO ESPECIFICADAS ANTERIORMENTE
4740;91;Serviços Diversos;ATIVIDADES LIGADAS AO PATRIMÔNIO CULTURAL E AMBIENTAL;9102302;RESTAURACAO E CONSERVACAO DE LUGARES E PREDIOS HISTORICOS
222;47;Varejo;COMÉRCIO VAREJISTA;4744001;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS
1040;47;Varejo;COMÉRCIO VAREJISTA;4722901;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES
2512;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4330402;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
2816;81;Serviços Administrativos;SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS;8121400;OUTRAS ATIVIDADES DE SERVICOS PESSOAIS NAO ESPECIFICADAS ANTERIORMENTE
1041;47;Varejo;COMÉRCIO VAREJISTA;4721104;COMERCIO VAREJISTA DE CARNES  ACOUGUES
4396;53;Transporte;CORREIO E OUTRAS ATIVIDADES DE ENTREGA;5320202;SERVICOS DE ENTREGA RAPIDA
2161;14;Bens de Consumo;CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;1412603;CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS
4504;55;Serviços de Alojamento/Alimentação;ALOJAMENTO;5590603;COMERCIO VAREJISTA DE LATICINIOS E FRIOS
1042;47;Varejo;COMÉRCIO VAREJISTA;4753900;COMERCIO VAREJISTA DE MATERIAL ELETRICO
4578;18;Papel e Celulose;IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES;1813001;IMPRESSAO DE MATERIAL PARA OUTROS USOS
1043;47;Varejo;COMÉRCIO VAREJISTA;4754703;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO
4303;41;Indústria da Construção;CONSTRUÇÃO DE EDIFÍCIOS;4120400;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
4162;52;Transporte;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;5250804;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE PRODUTOS ALIMENTICIOS, BEBIDAS E FUMO
1044;47;Varejo;COMÉRCIO VAREJISTA;4751202;OUTRAS ATIVIDADES DE TELECOMUNICACOES NAO ESPECIFICADAS ANTERIORMENTE
2718;74;Serviços Profissionais e Técnicos;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;7490104;OUTRAS ATIVIDADES ESPORTIVAS NAO ESPECIFICADAS ANTERIORMENTE
4784;19;Química-Petroquímica;FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS;1932200;FABRICACAO DE BIOCOMBUSTIVEIS, EXCETO ALCOOL
2035;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4684299;PREPARACAO DE MASSA DE CONCRETO E ARGAMASSA PARA CONSTRUCAO
