sk_ramo_atividade;cd_cnae;de_ramo;de_divisao;cd_atividade;de_atividade
90;10;Bens de Consumo;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;1099699;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS
91;10;Bens de Consumo;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;1053800;COMERCIO VAREJISTA DE BEBIDAS
1716;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4520002;OUTRAS ATIVIDADES DE SERVICOS PESSOAIS NAO ESPECIFICADAS ANTERIORMENTE
2359;42;Indústria da Construção;OBRAS DE INFRA-ESTRUTURA;4292802;OBRAS DE MONTAGEM INDUSTRIAL
2624;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4399105;LOCACAO DE MAODEOBRA TEMPORARIA
94;47;Varejo;COMÉRCIO VAREJISTA;4713002;COMERCIO VAREJISTA DE PLANTAS E FLORES NATURAIS
95;47;Varejo;COMÉRCIO VAREJISTA;4744005;AGENCIAMENTO DE CARGAS, EXCETO PARA O TRANSPORTE MARITIMO
96;47;Varejo;COMÉRCIO VAREJISTA;4789002;LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES
4019;16;Bens de Consumo;FABRICAÇÃO DE PRODUTOS DE MADEIRA;1622699;FABRICACAO DE ESQUADRIAS DE MADEIRA E DE PECAS DE MADEIRA PARA INSTALACOES INDUSTRIAIS E COMERCIAIS
98;47;Varejo;COMÉRCIO VAREJISTA;4761003;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO
99;47;Varejo;COMÉRCIO VAREJISTA;4752100;COMERCIO VAREJISTA DE EQUIPAMENTOS PARA ESCRITORIO
4152;52;Transporte;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;5250803;AGENCIAMENTO DE CARGAS, EXCETO PARA O TRANSPORTE MARITIMO
4410;25;Siderúrgica-Metalurgia;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS;2512800;FABRICACAO DE ESTRUTURAS METALICAS
4486;70;Serviços Profissionais e Técnicos;ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL;7020400;CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS
103;47;Varejo;COMÉRCIO VAREJISTA;4721103;FABRICACAO DE MASSAS ALIMENTICIAS
104;47;Varejo;COMÉRCIO VAREJISTA;4754701;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO
4521;90;Serviços Diversos;ATIVIDADES ARTÍSTICAS, CRIATIVAS E DE ESPETÁCULOS;9001903;PRODUCAO DE ESPETACULOS DE DANCA
4542;90;Serviços Diversos;ATIVIDADES ARTÍSTICAS, CRIATIVAS E DE ESPETÁCULOS;9002701;MARKETING DIRETO
4573;18;Papel e Celulose;IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES;1822999;INSTALACAO DE PAINEIS PUBLICITARIOS
108;47;Varejo;COMÉRCIO VAREJISTA;4773300;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE
109;47;Varejo;COMÉRCIO VAREJISTA;4763602;COMERCIO VAREJISTA DE ARTIGOS MEDICOS E ORTOPEDICOS
4670;38;Serviços de Saneamento Básico;"COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS";3839499;COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS, EXCETO PROFISSIONAIS E DE SEGURANCA
4767;50;Transporte;TRANSPORTE AQUAVIÁRIO;5021102;EXTRACAO DE AREIA, CASCALHO OU PEDREGULHO E BENEFICIAMENTO ASSOCIADO
4778;60;Telecom;ATIVIDADES DE RÁDIO E DE TELEVISÃO;6021700;PRODUCAO DE FILMES PARA PUBLICIDADE
101;47;Varejo;COMÉRCIO VAREJISTA;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
696;47;Varejo;COMÉRCIO VAREJISTA;4754701;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
894;47;Varejo;COMÉRCIO VAREJISTA;4755502;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE
1305;73;Serviços Profissionais e Técnicos;PUBLICIDADE E PESQUISA DE MERCADO;7319099;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL
117;47;Varejo;COMÉRCIO VAREJISTA;4789007;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
118;47;Varejo;COMÉRCIO VAREJISTA;4729699;FABRICACAO DE PRODUTOS DE PANIFICACAO INDUSTRIAL
1339;73;Serviços Profissionais e Técnicos;PUBLICIDADE E PESQUISA DE MERCADO;7319004;CONSULTORIA EM PUBLICIDADE
1355;73;Serviços Profissionais e Técnicos;PUBLICIDADE E PESQUISA DE MERCADO;7319099;AGENCIAS DE VIAGENS
1409;82;Serviços Administrativos;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS;8299707;EXPLORACAO DE JOGOS ELETRONICOS RECREATIVOS
1483;96;Serviços Diversos;OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS;9601701;SERVICOS DE LAVAGEM, LUBRIFICACAO E POLIMENTO DE VEICULOS AUTOMOTORES
1533;96;Serviços Diversos;OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS;9602502;INSTALACAO E MANUTENCAO ELETRICA
124;47;Varejo;COMÉRCIO VAREJISTA;4763601;COMERCIO VAREJISTA DE EQUIPAMENTOS PARA ESCRITORIO
3971;15;Bens de Consumo;PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS;1510600;FABRICACAO DE ACESSORIOS DO VESTUARIO, EXCETO PARA SEGURANCA E PROTECAO
3964;13;Têxteis;FABRICAÇÃO DE PRODUTOS TÊXTEIS;1340599;ATIVIDADES DE POSPRODUCAO CINEMATOGRAFICA DE VIDEOS E DE PROGRAMAS DE TELEVISAO NAO ESPECIFICADAS ANTERIORMENTE
1574;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4520001;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES
4548;90;Serviços Diversos;ATIVIDADES ARTÍSTICAS, CRIATIVAS E DE ESPETÁCULOS;9001906;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS
126;47;Varejo;COMÉRCIO VAREJISTA;4789099;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO
1586;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4530706;COMERCIO POR ATACADO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
1590;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4511104;COMERCIO ATACADISTA DE FERRAGENS E FERRAMENTAS
3983;15;Bens de Consumo;PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS;1531901;ALUGUEL DE IMOVEIS PROPRIOS
1592;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4511102;ATIVIDADES DE INTERMEDIACAO E AGENCIAMENTO DE SERVICOS E NEGOCIOS EM GERAL, EXCETO IMOBILIARIOS
1463;82;Serviços Administrativos;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS;8299707;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES
1667;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4520006;SERVICOS DE CONFECCAO DE ARMACOES METALICAS PARA A CONSTRUCAO
1843;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4663000;COMERCIO ATACADISTA DE RESIDUOS E SUCATAS NAOMETALICOS, EXCETO DE PAPEL E PAPELAO
1689;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4541205;SERVICOS DE BORRACHARIA PARA VEICULOS AUTOMOTORES
132;47;Varejo;COMÉRCIO VAREJISTA;4754702;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
1694;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4530703;COMERCIO POR ATACADO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS
134;47;Varejo;COMÉRCIO VAREJISTA;4754702;COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS
1707;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4512902;COMERCIO A VAREJO DE PECAS E ACESSORIOS USADOS PARA VEICULOS AUTOMOTORES
136;47;Varejo;COMÉRCIO VAREJISTA;4772500;ATIVIDADES DE CONDICIONAMENTO FISICO
137;47;Varejo;COMÉRCIO VAREJISTA;4742300;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS
1715;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4530704;SERVICOS DE INSTALACAO, MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES
139;47;Varejo;COMÉRCIO VAREJISTA;4721102;COMERCIO VAREJISTA DE MERCADORIAS EM LOJAS DE CONVENIENCIA
4425;25;Siderúrgica-Metalurgia;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS;2512800;FABRICACAO DE ESQUADRIAS DE METAL
1778;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4637102;COMERCIO ATACADISTA DE CEREAIS E LEGUMINOSAS BENEFICIADOS, FARINHAS, AMIDOS E FECULAS, COM ATIVIDADE DE FRACIONAMENTO E ACONDICIONAMENTO ASSOCIADA
141;47;Varejo;COMÉRCIO VAREJISTA;4729602;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA
4027;16;Bens de Consumo;FABRICAÇÃO DE PRODUTOS DE MADEIRA;1629301;FABRICACAO DE ARTEFATOS DE MATERIAL PLASTICO PARA OUTROS USOS NAO ESPECIFICADOS ANTERIORMENTE
4204;32;Diversos;FABRICAÇÃO DE PRODUTOS DIVERSOS;3212400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
1809;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4652400;COMERCIO ATACADISTA DE COMPONENTES ELETRONICOS E EQUIPAMENTOS DE TELEFONIA E COMUNICACAO
1811;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4679602;COMERCIO ATACADISTA DE MARMORES E GRANITOS
1822;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4623108;COMERCIO ATACADISTA DE CEREAIS E LEGUMINOSAS BENEFICIADOS, FARINHAS, AMIDOS E FECULAS, COM ATIVIDADE DE FRACIONAMENTO E ACONDICIONAMENTO ASSOCIADA
145;47;Varejo;COMÉRCIO VAREJISTA;4755503;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE
146;47;Varejo;COMÉRCIO VAREJISTA;4755502;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA
1827;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4633801;COMERCIO ATACADISTA DE MATERIASPRIMAS AGRICOLAS COM ATIVIDADE DE FRACIONAMENTO E ACONDICIONAMENTO ASSOCIADA
4712;22;Química-Petroquímica;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO;2229303;FABRICACAO DE ESQUADRIAS DE MADEIRA E DE PECAS DE MADEIRA PARA INSTALACOES INDUSTRIAIS E COMERCIAIS
148;47;Varejo;COMÉRCIO VAREJISTA;4789001;COMERCIO VAREJISTA ESPECIALIZADO DE PECAS E ACESSORIOS PARA APARELHOS ELETROELETRONICOS PARA USO DOMESTICO, EXCETO INFORMATICA E COMUNICACAO
1834;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4693100;COMERCIO ATACADISTA DE OUTROS EQUIPAMENTOS E ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE
150;47;Varejo;COMÉRCIO VAREJISTA;4757100;COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS
1841;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4687702;MANUTENCAO E REPARACAO DE OUTRAS MAQUINAS E EQUIPAMENTOS PARA USOS INDUSTRIAIS NAO ESPECIFICADOS ANTERIORMENTE
1850;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4673700;COMERCIO ATACADISTA DE OUTROS EQUIPAMENTOS E ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE
1429;82;Serviços Administrativos;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS;8299703;SERVICOS DE GRAVACAO DE CARIMBOS, EXCETO CONFECCAO
4106;33;Serviços Diversos;MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTO;3321000;COMERCIO VAREJISTA DE ARTIGOS DE ILUMINACAO
1863;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4661300;COMERCIO ATACADISTA DE MERCADORIAS EM GERAL, SEM PREDOMINANCIA DE ALIMENTOS OU DE INSUMOS AGROPECUARIOS
1887;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4642701;CONFECCAO DE ROUPAS INTIMAS
1905;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4669999;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
156;47;Varejo;COMÉRCIO VAREJISTA;4761003;IMPRESSAO DE MATERIAL PARA OUTROS USOS
1948;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4635402;COMERCIO ATACADISTA DE BEBIDAS NAO ESPECIFICADAS ANTERIORMENTE
1968;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4631100;COMERCIO ATACADISTA DE ARTIGOS DE ESCRITORIO E DE PAPELARIA
159;47;Varejo;COMÉRCIO VAREJISTA;4789007;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
2001;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4679602;EXTRACAO DE GRANITO E BENEFICIAMENTO ASSOCIADO
2065;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4664800;COMERCIO ATACADISTA DE MAQUINAS, APARELHOS E EQUIPAMENTOS PARA USO ODONTOMEDICOHOSPITALAR, PARTES E PECAS
2099;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4614100;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE INSTRUMENTOS E MATERIAIS ODONTOMEDICOHOSPITALARES
2105;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4616800;FABRICACAO DE ACESSORIOS DO VESTUARIO, EXCETO PARA SEGURANCA E PROTECAO
1330;73;Serviços Profissionais e Técnicos;PUBLICIDADE E PESQUISA DE MERCADO;7311400;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO
164;47;Varejo;COMÉRCIO VAREJISTA;4744003;MANUTENCAO E REPARACAO DE GERADORES, TRANSFORMADORES E MOTORES ELETRICOS
165;47;Varejo;COMÉRCIO VAREJISTA;4783101;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA
166;47;Varejo;COMÉRCIO VAREJISTA;4789004;COMERCIO VAREJISTA DE MATERIAL ELETRICO
2119;93;Serviços Diversos;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;9329804;PORTAIS, PROVEDORES DE CONTEUDO E OUTROS SERVICOS DE INFORMACAO NA INTERNET
4747;3;Produtos de Agropecuária;PESCA E AQÜICULTURA;0311602;COMERCIO ATACADISTA DE PESCADOS E FRUTOS DO MAR
2127;93;Serviços Diversos;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;9313100;COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS
2139;93;Serviços Diversos;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;9313100;SERVICOS ESPECIALIZADOS PARA CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE
2167;14;Bens de Consumo;CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;1412601;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
2216;14;Bens de Consumo;CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;1412601;OUTROS SERVICOS DE ACABAMENTO EM FIOS, TECIDOS, ARTEFATOS TEXTEIS E PECAS DO VESTUARIO
2268;94;Serviços Diversos;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;9499500;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
1711;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4530704;COMERCIO SOB CONSIGNACAO DE VEICULOS AUTOMOTORES
2271;94;Serviços Diversos;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;9430800;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS
4741;91;Serviços Diversos;ATIVIDADES LIGADAS AO PATRIMÔNIO CULTURAL E AMBIENTAL;9103100;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL EM CIENCIAS FISICAS E NATURAIS
2283;94;Serviços Diversos;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;9499500;OUTRAS ATIVIDADES ASSOCIATIVAS PROFISSIONAIS
2288;94;Serviços Diversos;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;9411100;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS PATRONAIS E EMPRESARIAIS
2295;94;Serviços Diversos;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;9493600;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS PATRONAIS E EMPRESARIAIS
177;47;Varejo;COMÉRCIO VAREJISTA;4744001;COMERCIO VAREJISTA DE LUBRIFICANTES
178;47;Varejo;COMÉRCIO VAREJISTA;4732600;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO
2073;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4618401;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA
179;47;Varejo;COMÉRCIO VAREJISTA;4711302;CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS
180;47;Varejo;COMÉRCIO VAREJISTA;4721104;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO
1506;96;Serviços Diversos;OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS;9602501;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS
181;47;Varejo;COMÉRCIO VAREJISTA;4751200;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA
4370;58;Telecom;EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO;5812301;EDICAO DE LIVROS
182;47;Varejo;COMÉRCIO VAREJISTA;4763601;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES
183;47;Varejo;COMÉRCIO VAREJISTA;4744099;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
2070;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4637105;COMERCIO ATACADISTA DE MASSAS ALIMENTICIAS
2308;42;Indústria da Construção;OBRAS DE INFRA-ESTRUTURA;4299501;CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS
2348;42;Indústria da Construção;OBRAS DE INFRA-ESTRUTURA;4213800;OBRAS DE URBANIZACAO  RUAS, PRACAS E CALCADAS
2350;42;Indústria da Construção;OBRAS DE INFRA-ESTRUTURA;4212000;CONSTRUCAO DE OBRAS DE ARTE ESPECIAIS
2066;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4639701;COMERCIO ATACADISTA DE MATERIAIS DE CONSTRUCAO EM GERAL
2361;42;Indústria da Construção;OBRAS DE INFRA-ESTRUTURA;4213800;FABRICACAO DE OUTROS ARTEFATOS E PRODUTOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES
2385;42;Indústria da Construção;OBRAS DE INFRA-ESTRUTURA;4299599;IMUNIZACAO E CONTROLE DE PRAGAS URBANAS
2339;42;Indústria da Construção;OBRAS DE INFRA-ESTRUTURA;4213800;COMERCIO ATACADISTA DE MATERIAIS DE CONSTRUCAO EM GERAL
4138;8;Mineração;EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS;0810006;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL
189;47;Varejo;COMÉRCIO VAREJISTA;4789099;COMERCIO VAREJISTA DE TECIDOS
1635;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4541204;COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS USADOS
1525;96;Serviços Diversos;OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS;9602501;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS HOMEOPATICOS
3943;85;Serviços de Educação;EDUCAÇÃO;8593700;CURSOS PREPARATORIOS PARA CONCURSOS
2419;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4313400;OBRAS DE ALVENARIA
191;47;Varejo;COMÉRCIO VAREJISTA;4782201;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
2440;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4321500;MANUTENCAO E REPARACAO DE EQUIPAMENTOS HIDRAULICOS E PNEUMATICOS, EXCETO VALVULAS
2456;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4399199;OBRAS DE ALVENARIA
2502;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4399199;SERVICOS DE CARTOGRAFIA, TOPOGRAFIA E GEODESIA
4155;52;Transporte;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;5212500;LOCACAO DE OUTROS MEIOS DE TRANSPORTE NAO ESPECIFICADOS ANTERIORMENTE, SEM CONDUTOR
2597;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4329101;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
196;47;Varejo;COMÉRCIO VAREJISTA;4731800;COMERCIO VAREJISTA DE MERCADORIAS EM LOJAS DE CONVENIENCIA
2318;42;Indústria da Construção;OBRAS DE INFRA-ESTRUTURA;4213800;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL
1743;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4530703;MANUTENCAO E REPARACAO DE TRATORES AGRICOLAS
4024;16;Bens de Consumo;FABRICAÇÃO DE PRODUTOS DE MADEIRA;1622602;FABRICACAO DE CABINES, CARROCERIAS E REBOQUES PARA CAMINHOES
4312;23;Química-Petroquímica;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS;2330301;FABRICACAO DE ARTEFATOS DE CIMENTO PARA USO NA CONSTRUCAO
2626;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4329103;SERVICOS DE USINAGEM, TORNEARIA E SOLDA
4605;18;Papel e Celulose;IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES;1813099;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA
198;47;Varejo;COMÉRCIO VAREJISTA;4763602;COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS
4016;16;Bens de Consumo;FABRICAÇÃO DE PRODUTOS DE MADEIRA;1622699;FABRICACAO DE ARTEFATOS DIVERSOS DE MADEIRA, EXCETO MOVEIS
4604;18;Papel e Celulose;IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES;1822999;COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS, EXCETO PROFISSIONAIS E DE SEGURANCA
1614;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4543900;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO
4402;53;Transporte;CORREIO E OUTRAS ATIVIDADES DE ENTREGA;5310502;COMERCIO VAREJISTA ESPECIALIZADO DE PECAS E ACESSORIOS PARA APARELHOS ELETROELETRONICOS PARA USO DOMESTICO, EXCETO INFORMATICA E COMUNICACAO
